,Gu,Dong,Name,Date,Price,Area,Floor,건축년도,Address,Year,Month,Interest Rate,Jeonse Index,Total Population,Children,Adolescent,Youth,Middle-Aged,Old Age,Consumption
978,서초구,서초동,삼풍아파트,20240203,398000,165.92,9.0,1988.0,서초구 서초동 1685-0000,2024,202402,3.5,58.7,106161,0.09549646291952789,0.13080133005529337,0.25029907404790835,0.3829560761484914,0.14044705682877892,8.125860962031119
979,동대문구,장안동,양지쉐르빌아파트(415-1),20240203,41000,56.4,8.0,2016.0,동대문구 장안동 0415-0001,2024,202402,3.5,58.7,70146,0.088957317594731,0.10138853248937929,0.24419068799361332,0.396102414963077,0.16936104695919937,6.662840571589715
980,관악구,봉천동,벽산블루밍,20240203,67200,59.99,19.0,2005.0,관악구 봉천동 1718-0000,2024,202402,3.5,58.7,221702,0.05440185474195091,0.11782031736294665,0.34555845233692073,0.32166150959395945,0.16055786596422225,6.374571906375385
981,성북구,돈암동,일신건영휴먼빌아파트,20240203,77000,84.98,18.0,2005.0,성북구 돈암동 0524-0000,2024,202402,3.5,58.7,38204,0.0859072348445189,0.13035284263427913,0.19833001779918333,0.4128101769448225,0.1725997277771961,6.243843158944652
982,성북구,길음동,길음뉴타운8단지(래미안),20240203,107000,84.94,8.0,2010.0,성북구 길음동 1284-0000,2024,202402,3.5,58.7,54084,0.13247910657495748,0.1404481917017972,0.18057096368611789,0.4123770431181126,0.13412469491901485,6.243843158944652
983,서초구,반포동,래미안원베일리,20240203,291000,59.96,33.0,2023.0,서초구 반포동 0001-0001,2024,202402,3.5,58.7,76240,0.1276626442812172,0.1411463798530955,0.20047219307450156,0.39770461699895066,0.13300104931794335,8.125860962031119
984,동대문구,장안동,래미안장안2차,20240203,80500,64.85,17.0,2007.0,동대문구 장안동 0329-0003,2024,202402,3.5,58.7,70146,0.088957317594731,0.10138853248937929,0.24419068799361332,0.396102414963077,0.16936104695919937,6.662840571589715
985,성북구,길음동,길음뉴타운6단지(래미안),20240203,85500,59.37,3.0,2007.0,성북구 길음동 1283-0000,2024,202402,3.5,58.7,54084,0.13247910657495748,0.1404481917017972,0.18057096368611789,0.4123770431181126,0.13412469491901485,6.243843158944652
986,중랑구,상봉동,"엘지,쌍용아파트",20240203,55800,68.12,5.0,1996.0,중랑구 상봉동 0484-0000,2024,202402,3.5,58.7,43483,0.06669273049237633,0.09440470988662236,0.3098912218568176,0.37097256399052503,0.15803877377365866,6.258485261159547
987,마포구,신공덕동,신공덕래미안2차,20240203,95000,59.48,14.0,2000.0,마포구 신공덕동 0159-0000,2024,202402,3.5,58.7,12375,0.08282828282828283,0.10925252525252525,0.29098989898989897,0.3747878787878788,0.14214141414141415,7.625313276334186
988,성북구,종암동,래미안크리시엘,20240203,94000,114.98,11.0,2004.0,성북구 종암동 0080-0000,2024,202402,3.5,58.7,37609,0.08051264325028584,0.1336648142731793,0.2102422292536361,0.3952245473158021,0.1803557659070967,6.243843158944652
989,동작구,본동,신동아,20240203,80000,59.89,7.0,1993.0,동작구 본동 0481-0000,2024,202402,3.5,58.7,10733,0.07761110593496692,0.08860523618745923,0.2654430261809373,0.3762228640641014,0.19211776763253519,6.3183700971323
990,성북구,길음동,길음뉴타운2단지푸르지오,20240203,86000,84.97,11.0,2005.0,성북구 길음동 1280-0000,2024,202402,3.5,58.7,54084,0.13247910657495748,0.1404481917017972,0.18057096368611789,0.4123770431181126,0.13412469491901485,6.243843158944652
991,성북구,길음동,길음뉴타운2단지푸르지오,20240203,78500,84.97,15.0,2005.0,성북구 길음동 1280-0000,2024,202402,3.5,58.7,54084,0.13247910657495748,0.1404481917017972,0.18057096368611789,0.4123770431181126,0.13412469491901485,6.243843158944652
992,마포구,용강동,이편한세상마포리버파크,20240203,240000,123.44,11.0,2016.0,마포구 용강동 0508-0000,2024,202402,3.5,58.7,7404,0.13830361966504592,0.10899513776337115,0.20894111291193948,0.4159913560237709,0.1277687736358725,7.625313276334186
993,도봉구,창동,창동주공3단지(해등마을),20240203,51000,58.01,1.0,1990.0,도봉구 창동 0347-0000,2024,202402,3.5,58.7,115486,0.06901269417938105,0.11223005385934226,0.21670159153490468,0.4111147671579239,0.1909322342102073,5.796132823935153
994,마포구,창전동,창전래미안,20240203,85000,59.94,1.0,1998.0,마포구 창전동 0437-0000,2024,202402,3.5,58.7,14688,0.09395424836601307,0.13085511982570805,0.2730119825708061,0.37506808278867104,0.12711056644880175,7.625313276334186
995,동대문구,용두동,신동아,20240203,66500,58.59,10.0,1994.0,동대문구 용두동 0779-0000,2024,202402,3.5,58.7,34801,0.07071635872532399,0.10379012097353524,0.30096836297807533,0.36300681014913366,0.1615183471739318,6.662840571589715
996,동대문구,용두동,신동아,20240203,74000,84.63,2.0,1994.0,동대문구 용두동 0779-0000,2024,202402,3.5,58.7,34801,0.07071635872532399,0.10379012097353524,0.30096836297807533,0.36300681014913366,0.1615183471739318,6.662840571589715
997,은평구,응암동,백련산힐스테이트2차,20240203,72000,59.63,10.0,2011.0,은평구 응암동 0760-0000,2024,202402,3.5,58.7,83476,0.09302074847860463,0.10249652594757774,0.23798457041544877,0.38905793281901385,0.17744022233935502,6.1339627425260215
998,강동구,천호동,천호동삼성아파트,20240203,91000,84.97,14.0,1997.0,강동구 천호동 0528-0000,2024,202402,3.5,58.7,84813,0.057019560680556046,0.08400834777687383,0.2861825427705658,0.3862261681581833,0.186563380613821,6.780687750503237
999,영등포구,영등포동7가,아크로타워스퀘어,20240203,150000,84.75,23.0,2017.0,영등포구 영등포동7가 0203-0000,2024,202402,3.5,58.7,9909,0.08265213442325159,0.07578968614390957,0.4114441416893733,0.3168836411343223,0.1132303966091432,8.13031155597246
1000,영등포구,당산동3가,당산계룡리슈빌3단지,20240203,73500,49.99,11.0,2014.0,영등포구 당산동3가 0565-0000,2024,202402,3.5,58.7,8928,0.06350806451612903,0.08534946236559139,0.3456541218637993,0.3378136200716846,0.1676747311827957,8.13031155597246
1001,서초구,반포동,래미안퍼스티지,20240203,264000,59.96,17.0,2009.0,서초구 반포동 0018-0001,2024,202402,3.5,58.7,76240,0.1276626442812172,0.1411463798530955,0.20047219307450156,0.39770461699895066,0.13300104931794335,8.125860962031119
1002,구로구,온수동,온수힐스테이트,20240203,64000,59.96,9.0,2010.0,구로구 온수동 0155-0000,2024,202402,3.5,58.7,8733,0.07385778083132943,0.10088171304248254,0.20851940913775335,0.4089087369746937,0.20783236001374097,7.212296533394964
1003,성북구,종암동,아이파크종암동1차,20240203,100000,114.99,19.0,2004.0,성북구 종암동 0130-0000,2024,202402,3.5,58.7,37609,0.08051264325028584,0.1336648142731793,0.2102422292536361,0.3952245473158021,0.1803557659070967,6.243843158944652
1004,마포구,노고산동,현대벤처빌,20240203,26300,34.64,4.0,2002.0,마포구 노고산동 0107-0036,2024,202402,3.5,58.7,5801,0.014825030167212549,0.16152387519393208,0.4328564040682641,0.26978107222892606,0.12084123426995345,7.625313276334186
1005,양천구,신정동,청구,20240203,94700,84.99,5.0,1992.0,양천구 신정동 0336-0000,2024,202402,3.5,58.7,1538,0.09752925877763328,0.11313394018205461,0.2542262678803641,0.4070221066319896,0.12808842652795838,6.508188938883059
1006,양천구,신정동,청구,20240203,94700,84.99,5.0,1992.0,양천구 신정동 0336-0000,2024,202402,3.5,58.7,171868,0.09169246165662019,0.14080573463355597,0.18955244722694162,0.41871087113366073,0.15923266693043497,6.508188938883059
1007,서대문구,홍제동,청구1차,20240203,84000,84.78,6.0,1994.0,서대문구 홍제동 0453-0000,2024,202402,3.5,58.7,55536,0.07308772687986172,0.10567919907807548,0.2237107461826563,0.39612143474503025,0.20140089311437626,6.6479324423494015
1008,서초구,반포동,현대동궁아파트,20240203,165500,82.35,13.0,1991.0,서초구 반포동 0064-0005,2024,202402,3.5,58.7,76240,0.1276626442812172,0.1411463798530955,0.20047219307450156,0.39770461699895066,0.13300104931794335,8.125860962031119
1009,구로구,구로동,대림우성2,20240203,39800,43.79,12.0,1987.0,구로구 구로동 0120-0000,2024,202402,3.5,58.7,114035,0.062121278554829656,0.09435699565922744,0.28011575393519533,0.3794536765028281,0.1839522953479195,7.212296533394964
1010,성동구,옥수동,옥수파크힐스117동~125동,20240203,141000,59.77,4.0,2016.0,성동구 옥수동 0528-0001,2024,202402,3.5,58.7,25382,0.11189031597194862,0.08127807107398945,0.2561657867780317,0.38929162398550154,0.16137420219052873,7.310219689497042
1011,성동구,금호동2가,금호자이1차,20240203,139500,84.97,8.0,2012.0,성동구 금호동2가 1215-0000,2024,202402,3.5,58.7,9726,0.11217355541846596,0.08801151552539585,0.26012749331688256,0.39317293851531976,0.14651449722393584,7.310219689497042
1012,강동구,둔촌동,둔촌푸르지오,20240203,97500,59.98,11.0,2010.0,강동구 둔촌동 0630-0000,2024,202402,3.5,58.7,24349,0.08534231385272496,0.10710912152449793,0.2407080372910592,0.39422563554971457,0.17261489178200337,6.780687750503237
1013,동작구,사당동,사당롯데캐슬골든포레,20240203,87700,59.98,5.0,2021.0,동작구 사당동 1160-0000,2024,202402,3.5,58.7,96726,0.06730351715154147,0.09275685958273887,0.293261377499328,0.36095775696296756,0.18569981183962947,6.3183700971323
1014,성북구,동소문동5가,성신여대역솔하임,20240203,25000,15.42,16.0,2018.0,성북구 동소문동5가 0015-0000,2024,202402,3.5,58.7,1114,0.04578096947935368,0.18581687612208259,0.19030520646319568,0.3761220825852783,0.20197486535008977,6.243843158944652
1015,강동구,둔촌동,현대4,20240203,81000,84.94,1.0,1996.0,강동구 둔촌동 0089-0000,2024,202402,3.5,58.7,24349,0.08534231385272496,0.10710912152449793,0.2407080372910592,0.39422563554971457,0.17261489178200337,6.780687750503237
1016,영등포구,대림동,현대3차,20240203,55000,43.92,21.0,1997.0,영등포구 대림동 0608-0001,2024,202402,3.5,58.7,47007,0.053970685217095325,0.08907184036420107,0.24130448656583062,0.3968770608632757,0.21875465356223542,8.13031155597246
1017,금천구,독산동,금천현대,20240203,50000,59.82,16.0,2002.0,금천구 독산동 0711-0002,2024,202402,3.5,58.7,102304,0.062460900844541756,0.08544142946512355,0.30162065999374416,0.384051454488583,0.1664255552080075,7.518663295590256
1018,광진구,자양동,더샵스타시티,20240203,235000,163.53,7.0,2007.0,광진구 자양동 0227-0007,2024,202402,3.5,58.7,92572,0.06932981895173486,0.10706261072462515,0.26489651298448774,0.3891673508188221,0.1695329041178758,6.4299047834496745
1019,서대문구,홍제동,인왕산현대,20240203,69500,59.93,14.0,2000.0,서대문구 홍제동 0460-0000,2024,202402,3.5,58.7,55536,0.07308772687986172,0.10567919907807548,0.2237107461826563,0.39612143474503025,0.20140089311437626,6.6479324423494015
1020,송파구,장지동,송파파인타운9단지,20240203,109000,59.93,9.0,2007.0,송파구 장지동 0843-0000,2024,202402,3.5,58.7,43131,0.15425100275903642,0.13315248892907652,0.20632491711298137,0.3880039878509657,0.11826760334794,7.869572645979376
1021,노원구,월계동,초안2,20240203,29000,39.6,1.0,1997.0,노원구 월계동 0924-0000,2024,202402,3.5,58.7,74540,0.07257848135229407,0.11299973168768447,0.2045613093640998,0.3933324389589482,0.21651462302119667,6.329893617879786
1022,서대문구,냉천동,돈의문센트레빌,20240203,94500,59.98,2.0,2011.0,서대문구 냉천동 0261-0000,2024,202402,3.5,58.7,3041,0.10457086484708977,0.11279184478789872,0.21210128247287077,0.4166392634001973,0.15389674449194343,6.6479324423494015
1023,강남구,압구정동,"현대2차(10,11,20,23,24,25동)",20240203,620000,160.28,13.0,1976.0,강남구 압구정동 0369-0001,2024,202402,3.5,58.7,30190,0.10082808877111626,0.13318979794633984,0.15968863862206029,0.40076184166942697,0.205498509440212,8.944714059811606
1024,마포구,서교동,대우미래사랑,20240203,85000,84.96,6.0,2005.0,마포구 서교동 0487-0000,2024,202402,3.5,58.7,19305,0.040611240611240614,0.11375291375291376,0.3857031857031857,0.3273763273763274,0.13255633255633256,7.625313276334186
1025,노원구,상계동,상계주공12(고층),20240203,61000,61.52,10.0,1988.0,노원구 상계동 0647-0000,2024,202402,3.5,58.7,197373,0.07556758016547349,0.11627223581746236,0.21732455807025278,0.40607377908832515,0.1847618468584862,6.329893617879786
1026,중랑구,면목동,쌍용더플래티넘용마산,20240203,80000,59.97,3.0,2020.0,중랑구 면목동 1548-0000,2024,202402,3.5,58.7,134638,0.06172848675708195,0.08672143079962566,0.24549532821343156,0.4107012878979189,0.19535346633194195,6.258485261159547
1027,서초구,반포동,몽마르뜨빌(577-3),20240203,79000,76.56,1.0,2002.0,서초구 반포동 0577-0003,2024,202402,3.5,58.7,76240,0.1276626442812172,0.1411463798530955,0.20047219307450156,0.39770461699895066,0.13300104931794335,8.125860962031119
1028,송파구,가락동,가락(1차)쌍용아파트,20240203,105000,59.92,9.0,1997.0,송파구 가락동 0140-0000,2024,202402,3.5,58.7,83807,0.10534919517462742,0.10979989738327348,0.2525922655625425,0.39019413652797497,0.1420645053515816,7.869572645979376
1029,노원구,월계동,현대,20240203,65000,59.95,10.0,2000.0,노원구 월계동 0929-0000,2024,202402,3.5,58.7,74540,0.07257848135229407,0.11299973168768447,0.2045613093640998,0.3933324389589482,0.21651462302119667,6.329893617879786
1030,동작구,신대방동,현대,20240203,89000,84.57,7.0,1996.0,동작구 신대방동 0707-0000,2024,202402,3.5,58.7,45337,0.08443434722191588,0.12274742484063789,0.26106711957121115,0.37335950768687826,0.15839160067935681,6.3183700971323
1031,동작구,사당동,케이씨씨,20240203,112000,121.32,10.0,2007.0,동작구 사당동 1153-0000,2024,202402,3.5,58.7,96726,0.06730351715154147,0.09275685958273887,0.293261377499328,0.36095775696296756,0.18569981183962947,6.3183700971323
1032,성북구,돈암동,돈암동해피트리,20240203,110000,143.13,9.0,2013.0,성북구 돈암동 0642-0000,2024,202402,3.5,58.7,38204,0.0859072348445189,0.13035284263427913,0.19833001779918333,0.4128101769448225,0.1725997277771961,6.243843158944652
1033,성북구,돈암동,돈암동삼성,20240203,71000,84.59,5.0,1999.0,성북구 돈암동 0015-0001,2024,202402,3.5,58.7,38204,0.0859072348445189,0.13035284263427913,0.19833001779918333,0.4128101769448225,0.1725997277771961,6.243843158944652
1034,강동구,상일동,고덕롯데캐슬베네루체,20240203,125000,84.92,16.0,2019.0,강동구 상일동 0514-0000,2024,202402,3.5,58.7,51047,0.14866691480400415,0.1272944541305072,0.20012929261269027,0.39430328912570767,0.12960604932709072,6.780687750503237
1035,동작구,신대방동,현대,20240203,89000,84.57,7.0,1996.0,동작구 신대방동 0707-0000,2024,202402,3.5,58.7,45337,0.08443434722191588,0.12274742484063789,0.26106711957121115,0.37335950768687826,0.15839160067935681,6.3183700971323
1036,강동구,상일동,고덕센트럴IPARK,20240203,107000,59.97,13.0,2019.0,강동구 상일동 0513-0000,2024,202402,3.5,58.7,51047,0.14866691480400415,0.1272944541305072,0.20012929261269027,0.39430328912570767,0.12960604932709072,6.780687750503237
1037,강동구,상일동,고덕아르테온,20240203,117000,59.98,7.0,2020.0,강동구 상일동 0519-0000,2024,202402,3.5,58.7,51047,0.14866691480400415,0.1272944541305072,0.20012929261269027,0.39430328912570767,0.12960604932709072,6.780687750503237
1038,송파구,송파동,현대,20240203,93000,59.91,7.0,1997.0,송파구 송파동 0163-0014,2024,202402,3.5,58.7,41977,0.07230149843962169,0.101746194344522,0.3074779045667866,0.3669866831836482,0.15148771946542153,7.869572645979376
1039,강남구,도곡동,타워팰리스1,20240203,240000,78.99,58.0,2002.0,강남구 도곡동 0467-0000,2024,202402,3.5,58.7,53059,0.11402401100661527,0.14766580598955878,0.18185416234757534,0.4069997549897284,0.14945626566652218,8.944714059811606
1040,강남구,도곡동,타워팰리스1,20240203,710000,222.48,58.0,2002.0,강남구 도곡동 0467-0000,2024,202402,3.5,58.7,53059,0.11402401100661527,0.14766580598955878,0.18185416234757534,0.4069997549897284,0.14945626566652218,8.944714059811606
1041,송파구,장지동,송파파인타운5단지,20240203,124000,84.93,8.0,2008.0,송파구 장지동 0845-0000,2024,202402,3.5,58.7,43131,0.15425100275903642,0.13315248892907652,0.20632491711298137,0.3880039878509657,0.11826760334794,7.869572645979376
1042,성북구,돈암동,돈암동더샵아파트,20240203,72000,84.82,17.0,2006.0,성북구 돈암동 0603-0000,2024,202402,3.5,58.7,38204,0.0859072348445189,0.13035284263427913,0.19833001779918333,0.4128101769448225,0.1725997277771961,6.243843158944652
1043,송파구,가락동,헬리오시티,20240203,198000,84.98,12.0,2018.0,송파구 가락동 0913-0000,2024,202402,3.5,58.7,83807,0.10534919517462742,0.10979989738327348,0.2525922655625425,0.39019413652797497,0.1420645053515816,7.869572645979376
1044,서대문구,현저동,독립문극동(200-0),20240203,115000,114.51,9.0,1998.0,서대문구 현저동 0200-0000,2024,202402,3.5,58.7,5063,0.06636381591941537,0.1062611100138258,0.20600434524985187,0.40608334979261307,0.2152873790242939,6.6479324423494015
1045,동작구,사당동,삼성월드,20240203,62500,63.02,1.0,2003.0,동작구 사당동 1016-0042,2024,202402,3.5,58.7,96726,0.06730351715154147,0.09275685958273887,0.293261377499328,0.36095775696296756,0.18569981183962947,6.3183700971323
1046,강남구,수서동,삼성,20240203,178500,84.97,9.0,1997.0,강남구 수서동 0747-0000,2024,202402,3.5,58.7,21806,0.07557552967073282,0.08135375584701458,0.20150417316334954,0.3743006511969183,0.26726589012198476,8.944714059811606
1047,강서구,내발산동,우장산힐스테이트,20240203,103500,59.98,9.0,2005.0,강서구 내발산동 0657-0000,2024,202402,3.5,58.7,44651,0.09977380125865042,0.1590333923092428,0.1823923316387091,0.41741506349241897,0.1413630153859936,7.3853944332712524
1048,송파구,잠실동,트리지움,20240203,204000,84.97,12.0,2007.0,송파구 잠실동 0035-0000,2024,202402,3.5,58.7,105918,0.10435431182612964,0.1360297588700693,0.2145244434373761,0.3977794142638645,0.14730263033667554,7.869572645979376
1049,도봉구,쌍문동,성원,20240203,48000,84.98,9.0,1989.0,도봉구 쌍문동 0053-0000,2024,202402,3.5,58.7,72947,0.06444404841871496,0.10907919448366622,0.20974131903985085,0.4084198116440704,0.2083156264136976,5.796132823935153
1050,송파구,신천동,파크리오,20240203,174000,59.64,28.0,2008.0,송파구 신천동 0017-0000,2024,202402,3.5,58.7,37702,0.13293724470850352,0.12264601347408625,0.18370378229271656,0.40493873004084663,0.155774229483847,7.869572645979376
1051,송파구,신천동,파크리오,20240203,208000,84.9,24.0,2008.0,송파구 신천동 0017-0000,2024,202402,3.5,58.7,37702,0.13293724470850352,0.12264601347408625,0.18370378229271656,0.40493873004084663,0.155774229483847,7.869572645979376
1052,영등포구,영등포동,영등포푸르지오,20240203,102500,79.78,14.0,2002.0,영등포구 영등포동 0647-0000,2024,202402,3.5,58.7,13729,0.08281739383786146,0.08835312113045378,0.25347803918712214,0.4017772598149902,0.17357418602957245,8.13031155597246
1053,양천구,목동,목동성원,20240203,120000,114.94,14.0,2000.0,양천구 목동 0763-0001,2024,202402,3.5,58.7,145375,0.09708684436801376,0.1499982803095443,0.20319862424763543,0.4174720550300946,0.13224419604471196,6.508188938883059
1054,강남구,역삼동,역삼I'PARK,20240203,69000,28.25,1.0,2006.0,강남구 역삼동 0713-0011,2024,202402,3.5,58.7,70497,0.0711661489141382,0.1251542618834844,0.32236832773025803,0.37937784586578155,0.10193341560633785,8.944714059811606
1055,성북구,석관동,두산,20240203,92000,134.97,12.0,1998.0,성북구 석관동 0010-0000,2024,202402,3.5,58.7,33768,0.0652392797915186,0.09953210139777303,0.22826344468135512,0.3937751717602464,0.21319000236910685,6.243843158944652
1056,영등포구,영등포동,영등포푸르지오,20240203,103000,84.84,7.0,2002.0,영등포구 영등포동 0647-0000,2024,202402,3.5,58.7,13729,0.08281739383786146,0.08835312113045378,0.25347803918712214,0.4017772598149902,0.17357418602957245,8.13031155597246
1057,광진구,구의동,강변현대하이엘,20240203,130000,130.89,6.0,2004.0,광진구 구의동 0547-0000,2024,202402,3.5,58.7,76600,0.06778067885117493,0.11385117493472585,0.2785117493472585,0.3856788511749347,0.1541644908616188,6.4299047834496745
1058,동대문구,장안동,장안힐스테이트,20240203,77500,59.93,16.0,2007.0,동대문구 장안동 0329-0002,2024,202402,3.5,58.7,70146,0.088957317594731,0.10138853248937929,0.24419068799361332,0.396102414963077,0.16936104695919937,6.662840571589715
1059,동작구,사당동,래미안로이파크,20240203,148000,84.98,8.0,2018.0,동작구 사당동 1159-0000,2024,202402,3.5,58.7,96726,0.06730351715154147,0.09275685958273887,0.293261377499328,0.36095775696296756,0.18569981183962947,6.3183700971323
1060,강남구,역삼동,역삼푸르지오,20240203,233000,84.91,2.0,2006.0,강남구 역삼동 0754-0001,2024,202402,3.5,58.7,70497,0.0711661489141382,0.1251542618834844,0.32236832773025803,0.37937784586578155,0.10193341560633785,8.944714059811606
1061,중랑구,묵동,신내,20240203,50500,59.76,4.0,1996.0,중랑구 묵동 0013-0000,2024,202402,3.5,58.7,51722,0.0695642086539577,0.11300800433084568,0.23181624840493406,0.39917249912996405,0.18641970534782104,6.258485261159547
1062,성북구,정릉동,정릉2차e-편한세상,20240203,64500,59.37,5.0,2009.0,성북구 정릉동 1035-0000,2024,202402,3.5,58.7,77874,0.06902175308832216,0.13262449598068676,0.20992885943960757,0.38810129183039266,0.20032359966099084,6.243843158944652
1063,은평구,갈현동,우남,20240203,40000,59.92,15.0,1998.0,은평구 갈현동 0540-0000,2024,202402,3.5,58.7,41895,0.05738154911087242,0.114047022317699,0.22923976608187135,0.40642081393961094,0.1929108485499463,6.1339627425260215
1064,중랑구,묵동,브라운스톤태릉,20240203,80000,83.54,9.0,2004.0,중랑구 묵동 0387-0000,2024,202402,3.5,58.7,51722,0.0695642086539577,0.11300800433084568,0.23181624840493406,0.39917249912996405,0.18641970534782104,6.258485261159547
1065,동작구,사당동,이수역리가,20240202,127000,84.96,8.0,2013.0,동작구 사당동 1157-0000,2024,202402,3.5,58.7,96726,0.06730351715154147,0.09275685958273887,0.293261377499328,0.36095775696296756,0.18569981183962947,6.3183700971323
1066,중랑구,면목동,경남아너스빌,20240202,70000,84.96,4.0,2006.0,중랑구 면목동 1529-0000,2024,202402,3.5,58.7,134638,0.06172848675708195,0.08672143079962566,0.24549532821343156,0.4107012878979189,0.19535346633194195,6.258485261159547
1067,성동구,옥수동,한남하이츠,20240202,174800,89.19,11.0,1982.0,성동구 옥수동 0220-0001,2024,202402,3.5,58.7,25382,0.11189031597194862,0.08127807107398945,0.2561657867780317,0.38929162398550154,0.16137420219052873,7.310219689497042
1068,노원구,상계동,상계주공14(고층),20240202,37000,45.9,12.0,1989.0,노원구 상계동 0626-0000,2024,202402,3.5,58.7,197373,0.07556758016547349,0.11627223581746236,0.21732455807025278,0.40607377908832515,0.1847618468584862,6.329893617879786
1069,서대문구,남가좌동,DMC에코자이,20240202,90000,59.79,1.0,2019.0,서대문구 남가좌동 0389-0000,2024,202402,3.5,58.7,45707,0.12512306648872165,0.12035355634804297,0.21780033692869802,0.38322357625746606,0.15349946397707134,6.6479324423494015
1070,성동구,옥수동,현대,20240202,148000,104.41,3.0,1990.0,성동구 옥수동 0004-0000,2024,202402,3.5,58.7,25382,0.11189031597194862,0.08127807107398945,0.2561657867780317,0.38929162398550154,0.16137420219052873,7.310219689497042
1071,서대문구,남가좌동,DMC래미안클라시스,20240202,72700,59.59,17.0,2000.0,서대문구 남가좌동 0377-0000,2024,202402,3.5,58.7,45707,0.12512306648872165,0.12035355634804297,0.21780033692869802,0.38322357625746606,0.15349946397707134,6.6479324423494015
1072,강서구,마곡동,신안,20240202,73500,84.97,12.0,1993.0,강서구 마곡동 0422-0000,2024,202402,3.5,58.7,53920,0.12666913946587538,0.1265393175074184,0.31285237388724035,0.3450482195845697,0.08889094955489614,7.3853944332712524
1073,강동구,강일동,힐스테이트리슈빌강일,20240202,76520,84.89,9.0,0.0,강동구 강일동 0072-0000,2024,202402,3.5,58.7,34389,0.12123062607229056,0.12861670883131235,0.1960219837738812,0.3867515775393294,0.1673500247172061,6.780687750503237
1074,은평구,응암동,힐스테이트녹번역,20240202,95000,59.99,21.0,2022.0,은평구 응암동 0770-0000,2024,202402,3.5,58.7,83476,0.09302074847860463,0.10249652594757774,0.23798457041544877,0.38905793281901385,0.17744022233935502,6.1339627425260215
1075,강동구,상일동,고덕아르테온,20240202,150000,84.94,18.0,2020.0,강동구 상일동 0519-0000,2024,202402,3.5,58.7,51047,0.14866691480400415,0.1272944541305072,0.20012929261269027,0.39430328912570767,0.12960604932709072,6.780687750503237
1076,도봉구,방학동,삼익세라믹아파트,20240202,41800,58.77,3.0,1988.0,도봉구 방학동 0274-0000,2024,202402,3.5,58.7,72279,0.06895502151385603,0.10978292450089237,0.18269483529102507,0.42012202714481384,0.2184313562722229,5.796132823935153
1077,서대문구,홍제동,문화촌현대,20240202,58000,59.94,6.0,2002.0,서대문구 홍제동 0463-0000,2024,202402,3.5,58.7,55536,0.07308772687986172,0.10567919907807548,0.2237107461826563,0.39612143474503025,0.20140089311437626,6.6479324423494015
1078,동대문구,용두동,동대문푸르지오시티(도시형생활주택),20240202,40000,30.11,24.0,2016.0,동대문구 용두동 0104-0003,2024,202402,3.5,58.7,34801,0.07071635872532399,0.10379012097353524,0.30096836297807533,0.36300681014913366,0.1615183471739318,6.662840571589715
1079,강북구,미아동,삼각산아이원,20240202,67000,84.71,2.0,2003.0,강북구 미아동 1357-0000,2024,202402,3.5,58.7,127024,0.06653073434941428,0.11408867615568712,0.20078095478019903,0.41477988411638744,0.20381187807028592,5.830852328093665
1080,도봉구,방학동,삼익세라믹아파트,20240202,50700,74.11,8.0,1988.0,도봉구 방학동 0274-0000,2024,202402,3.5,58.7,72279,0.06895502151385603,0.10978292450089237,0.18269483529102507,0.42012202714481384,0.2184313562722229,5.796132823935153
1081,동대문구,답십리동,래미안미드카운티,20240202,111000,84.99,2.0,2019.0,동대문구 답십리동 1013-0000,2024,202402,3.5,58.7,55278,0.09027099388545172,0.09607800571655993,0.2564854010637143,0.383787401859691,0.17337819747458302,6.662840571589715
1082,강서구,방화동,마곡현대아파트,20240202,48000,59.92,10.0,1999.0,강서구 방화동 0863-0000,2024,202402,3.5,58.7,68811,0.06968362616442139,0.08997108020519975,0.24318786240572002,0.3842699568382962,0.21288747438636266,7.3853944332712524
1083,강남구,역삼동,역삼푸르지오,20240202,233000,84.91,7.0,2006.0,강남구 역삼동 0754-0001,2024,202402,3.5,58.7,70497,0.0711661489141382,0.1251542618834844,0.32236832773025803,0.37937784586578155,0.10193341560633785,8.944714059811606
1084,영등포구,도림동,동아에코빌,20240202,78000,59.93,10.0,2000.0,영등포구 도림동 0165-0001,2024,202402,3.5,58.7,17597,0.05847587656986986,0.08234358129226572,0.29601636642609536,0.382849349320907,0.18031482639086208,8.13031155597246
1085,성북구,삼선동2가,삼선현대힐스테이트,20240202,80000,84.71,3.0,2009.0,성북구 삼선동2가 0420-0000,2024,202402,3.5,58.7,5594,0.08276725062567036,0.1599928494815874,0.2139792634966035,0.39935645334286735,0.14390418305327135,6.243843158944652
1086,송파구,신천동,롯데캐슬골드,20240202,288000,187.65,19.0,2005.0,송파구 신천동 0007-0018,2024,202402,3.5,58.7,37702,0.13293724470850352,0.12264601347408625,0.18370378229271656,0.40493873004084663,0.155774229483847,7.869572645979376
1087,강동구,길동,SM해그린12차,20240202,66000,84.56,4.0,2006.0,강동구 길동 0097-0006,2024,202402,3.5,58.7,44649,0.06161392192434321,0.09352953033662569,0.26390288696275394,0.39443212613944323,0.18649913771864993,6.780687750503237
1088,성동구,행당동,서울숲리버뷰자이,20240202,144800,59.97,11.0,2018.0,성동구 행당동 0380-0000,2024,202402,3.5,58.7,41800,0.08117224880382776,0.13377990430622008,0.2619856459330144,0.36942583732057416,0.15361244019138756,7.310219689497042
